name;id;description;vendorId;link;preDefined
3Com Wireless LAN Bridges;184;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/184', '@rel': 'self', '@op': 'GET'};true
Windows NT;185;MicroSoft/Windows Product Series;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/185', '@rel': 'self', '@op': 'GET'};true
HP Printer;186;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/186', '@rel': 'self', '@op': 'GET'};true
HP-UX;187;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/187', '@rel': 'self', '@op': 'GET'};true
Emerson UPS;188;Emerson Product Series;14;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/188', '@rel': 'self', '@op': 'GET'};true
Emerson Unknown Series;189;Emerson Product Series;14;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/189', '@rel': 'self', '@op': 'GET'};true
APC UPS;190;APC Product Series;15;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/190', '@rel': 'self', '@op': 'GET'};true
APC Unknown Series;191;APC Product Series;15;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/191', '@rel': 'self', '@op': 'GET'};true
Lexmark Printer;192;Lexmark Product Series;16;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/192', '@rel': 'self', '@op': 'GET'};true
Lexmark Unknown Series;193;Lexmark Product Series;16;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/193', '@rel': 'self', '@op': 'GET'};true
Emulex Printer;194;Emulex Product Series;17;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/194', '@rel': 'self', '@op': 'GET'};true
Emulex Unknown Series;195;Emulex Product Series;17;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/195', '@rel': 'self', '@op': 'GET'};true
Kyocera Printer;196;Kyocera Product Series;18;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/196', '@rel': 'self', '@op': 'GET'};true
Kyocera Unknown Series;197;Kyocera Product Series;18;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/197', '@rel': 'self', '@op': 'GET'};true
Marconi Unknown Series;198;Marconi Product Series;12;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/198', '@rel': 'self', '@op': 'GET'};true
H3C S1550E;199;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/199', '@rel': 'self', '@op': 'GET'};true
H3C SR6600;200;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/200', '@rel': 'self', '@op': 'GET'};true
H3C WA1208E;201;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/201', '@rel': 'self', '@op': 'GET'};true
H3C SecBladeII;202;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/202', '@rel': 'self', '@op': 'GET'};true
H3C ICG 2000;203;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/203', '@rel': 'self', '@op': 'GET'};true
H3C ICG 3000;204;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/204', '@rel': 'self', '@op': 'GET'};true
H3C ICG 5000;205;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/205', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH IPS;206;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/206', '@rel': 'self', '@op': 'GET'};true
H3C WX6100;207;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/207', '@rel': 'self', '@op': 'GET'};true
H3C MSA7300;208;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/208', '@rel': 'self', '@op': 'GET'};true
H3C S5000E;209;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/209', '@rel': 'self', '@op': 'GET'};true
H3C S3100;210;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/210', '@rel': 'self', '@op': 'GET'};true
H3C S2000-EI;211;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/211', '@rel': 'self', '@op': 'GET'};true
H3C IVS8000;212;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/212', '@rel': 'self', '@op': 'GET'};true
H3C IVS3000;213;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/213', '@rel': 'self', '@op': 'GET'};true
H3C IVS-DM;214;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/214', '@rel': 'self', '@op': 'GET'};true
H3C IVS-VM;215;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/215', '@rel': 'self', '@op': 'GET'};true
H3C IVS-MS;216;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/216', '@rel': 'self', '@op': 'GET'};true
H3C IVS-UMS;217;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/217', '@rel': 'self', '@op': 'GET'};true
3Com Baseline S2200;218;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/218', '@rel': 'self', '@op': 'GET'};true
3Com Baseline S2400;219;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/219', '@rel': 'self', '@op': 'GET'};true
3Com Baseline S2900;220;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/220', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack II S3800;221;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/221', '@rel': 'self', '@op': 'GET'};true
3Com Wireless LAN WX;222;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/222', '@rel': 'self', '@op': 'GET'};true
3Com Unified Gigabit Wireless;223;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/223', '@rel': 'self', '@op': 'GET'};true
3Com TippingPoint;224;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/224', '@rel': 'self', '@op': 'GET'};true
3Com X Series;225;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/225', '@rel': 'self', '@op': 'GET'};true
3Com NBX;226;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/226', '@rel': 'self', '@op': 'GET'};true
3Com VCX;227;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/227', '@rel': 'self', '@op': 'GET'};true
H3C WA2200;228;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/228', '@rel': 'self', '@op': 'GET'};true
Huawei AR191X;229;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/229', '@rel': 'self', '@op': 'GET'};true
Huawei S3500-SI;230;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/230', '@rel': 'self', '@op': 'GET'};true
Huawei S5600-HI;231;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/231', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH UTM;232;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/232', '@rel': 'self', '@op': 'GET'};true
H3C EPCN;233;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/233', '@rel': 'self', '@op': 'GET'};true
H3C ACG2000;234;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/234', '@rel': 'self', '@op': 'GET'};true
3Com S4800G;235;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/235', '@rel': 'self', '@op': 'GET'};true
3Com S7900E;236;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/236', '@rel': 'self', '@op': 'GET'};true
H3C WX3000;237;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/237', '@rel': 'self', '@op': 'GET'};true
H3C MSR201X;238;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/238', '@rel': 'self', '@op': 'GET'};true
H3C MSR3011;239;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/239', '@rel': 'self', '@op': 'GET'};true
H3C MSR3016;240;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/240', '@rel': 'self', '@op': 'GET'};true
H3C S7600;241;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/241', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH IAG;242;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/242', '@rel': 'self', '@op': 'GET'};true
H3C ER3000;243;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/243', '@rel': 'self', '@op': 'GET'};true
Huawei Quidway SecBladeII;244;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/244', '@rel': 'self', '@op': 'GET'};true
H3C S2000TP-EA;245;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/245', '@rel': 'self', '@op': 'GET'};true
H3C S3500;246;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/246', '@rel': 'self', '@op': 'GET'};true
Huawei E3;247;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/247', '@rel': 'self', '@op': 'GET'};true
H3C E3;248;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/248', '@rel': 'self', '@op': 'GET'};true
H3C ICG 1000;249;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/249', '@rel': 'self', '@op': 'GET'};true
3Com WX3000;250;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/250', '@rel': 'self', '@op': 'GET'};true
H3C SECPATH ACG;251;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/251', '@rel': 'self', '@op': 'GET'};true
3Com IPTelecommuter;253;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/253', '@rel': 'self', '@op': 'GET'};true
3Com VoIP Media Gateway;254;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/254', '@rel': 'self', '@op': 'GET'};true
3Com OC Managed Gigabit PoE Switch;255;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/255', '@rel': 'self', '@op': 'GET'};true
3Com Managed Switch;256;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/256', '@rel': 'self', '@op': 'GET'};true
3Com Wireless Access Point;257;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/257', '@rel': 'self', '@op': 'GET'};true
3Com R3;258;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/258', '@rel': 'self', '@op': 'GET'};true
3Com R5;259;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/259', '@rel': 'self', '@op': 'GET'};true
3Com R6;260;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/260', '@rel': 'self', '@op': 'GET'};true
H3C S5800;261;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/261', '@rel': 'self', '@op': 'GET'};true
H3C S9500E;262;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/262', '@rel': 'self', '@op': 'GET'};true
H3C S12500;263;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/263', '@rel': 'self', '@op': 'GET'};true
H3C SecBlade;264;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/264', '@rel': 'self', '@op': 'GET'};true
H3C S3600-OLT;265;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/265', '@rel': 'self', '@op': 'GET'};true
H3C WA2600;266;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/266', '@rel': 'self', '@op': 'GET'};true
H3C ICG 20;267;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/267', '@rel': 'self', '@op': 'GET'};true
Huawei AR19-0X;268;Huawei Product Series;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/268', '@rel': 'self', '@op': 'GET'};true
H3C MSR30-1X;269;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/269', '@rel': 'self', '@op': 'GET'};true
H3C S5810;270;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/270', '@rel': 'self', '@op': 'GET'};true
H3C ER5000;271;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/271', '@rel': 'self', '@op': 'GET'};true
H3C S1600;272;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/272', '@rel': 'self', '@op': 'GET'};true
H3C AR1863;273;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/273', '@rel': 'self', '@op': 'GET'};true
H3C Neocean VX1500;274;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/274', '@rel': 'self', '@op': 'GET'};true
H3C Neocean EX1500S;275;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/275', '@rel': 'self', '@op': 'GET'};true
H3C S5120-SI;276;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/276', '@rel': 'self', '@op': 'GET'};true
H3C ER;277;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/277', '@rel': 'self', '@op': 'GET'};true
H3C S5820;278;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/278', '@rel': 'self', '@op': 'GET'};true
H3C S5120-EI;279;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/279', '@rel': 'self', '@op': 'GET'};true
H3C S2000-EA;280;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/280', '@rel': 'self', '@op': 'GET'};true
3Com WX3000;281;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/281', '@rel': 'self', '@op': 'GET'};true
H3C DPtech FW;282;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/282', '@rel': 'self', '@op': 'GET'};true
H3C WX7300;283;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/283', '@rel': 'self', '@op': 'GET'};true
H3C MSR900;284;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/284', '@rel': 'self', '@op': 'GET'};true
3Com SuperStack 2 S3300;285;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/285', '@rel': 'self', '@op': 'GET'};true
3Com WA2600;286;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/286', '@rel': 'self', '@op': 'GET'};true
H3C SSM;287;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/287', '@rel': 'self', '@op': 'GET'};true
H3C S5028;288;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/288', '@rel': 'self', '@op': 'GET'};true
3Com S4510G;289;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/289', '@rel': 'self', '@op': 'GET'};true
H3C OSM;290;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/290', '@rel': 'self', '@op': 'GET'};true
H3C Blade5500;291;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/291', '@rel': 'self', '@op': 'GET'};true
3Com WX5000;292;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/292', '@rel': 'self', '@op': 'GET'};true
3Com S4210A;293;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/293', '@rel': 'self', '@op': 'GET'};true
H3C WX6100E;294;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/294', '@rel': 'self', '@op': 'GET'};true
H3C EPON;295;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/295', '@rel': 'self', '@op': 'GET'};true
3Com S4210G;296;3Com Product Series;4;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/296', '@rel': 'self', '@op': 'GET'};true
H3C S5830;297;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/297', '@rel': 'self', '@op': 'GET'};true
H3C S5500-HI;298;H3C Product Series;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/298', '@rel': 'self', '@op': 'GET'};true
HP 5800;299;HP Product Series;7;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/299', '@rel': 'self', '@op': 'GET'};true
Siemens Series;300;Siemens Product Series;19;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/300', '@rel': 'self', '@op': 'GET'};true
Nortel networks Series;301;Nortel networks Product Series;20;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/301', '@rel': 'self', '@op': 'GET'};true
Newbridge networks Series;302;Newbridge networks Product Series;21;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/302', '@rel': 'self', '@op': 'GET'};true
Netgear Series;303;Netgear Product Series;22;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/303', '@rel': 'self', '@op': 'GET'};true
Madge networks Series;304;Madge networks Product Series;23;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/304', '@rel': 'self', '@op': 'GET'};true
Lucent Series;305;Lucent Product Series;24;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/305', '@rel': 'self', '@op': 'GET'};true
Juniper networks Series;306;Juniper networks Product Series;25;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/306', '@rel': 'self', '@op': 'GET'};true
Intel Series;307;Intel Product Series;26;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/307', '@rel': 'self', '@op': 'GET'};true
Fore Systems Series;308;Fore Systems Product Series;27;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/308', '@rel': 'self', '@op': 'GET'};true
Extreme networks Series;309;Extreme networks Product Series;28;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/309', '@rel': 'self', '@op': 'GET'};true
D-Link Series;310;D-Link Product Series;29;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/310', '@rel': 'self', '@op': 'GET'};true
Compaq Series;311;Compaq Product Series;30;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/311', '@rel': 'self', '@op': 'GET'};true
Cabletron Systems Series;312;Cabletron Systems Product Series;31;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/312', '@rel': 'self', '@op': 'GET'};true
Accton Series;313;Accton Product Series;32;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/313', '@rel': 'self', '@op': 'GET'};true
Avocent Series;314;Avocent Product Series;33;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/314', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack A2;315;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/315', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack B2;316;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/316', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack B3;317;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/317', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack C2;318;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/318', '@rel': 'self', '@op': 'GET'};true
Enterasys SecureStack C3;319;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/319', '@rel': 'self', '@op': 'GET'};true
Enterasys Matrix E1;320;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/320', '@rel': 'self', '@op': 'GET'};true
Enterasys chassis N7;321;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/321', '@rel': 'self', '@op': 'GET'};true
Enterasys chassis N3;322;Enterasys Product Series;34;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/322', '@rel': 'self', '@op': 'GET'};true
A10 Series;323;A10 Product Series;35;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/series/323', '@rel': 'self', '@op': 'GET'};true
